1;3;;0.3614254;9;(-1,2.25)(2,-5.25)(8,3)(3,-1.5)(-7,-2.25)(2,-3);
1;4;;0.3772163;8;(-2,-2.25)(-4,-2.25)(9,2.25)(7,6)(3,-0.75)(1,4.5);
1;5;;0.2764263;16;(10,-5.25)(11,3.75)(8,-2.25)(0,-0.75)(4,1.5)(3,-4.5);
1;6;;0.2927608;14;(-4,-4.5)(-5,2.25)(9,-1.5)(-3,5.25)(8,-3)(4,-3);
1;7;;0.03421783;1;(9,1.5)(12,0.75)(3,3)(4,-1.5)(11,-4.5)(-6,-1.5);
1;8;;0.03446198;5;(4,5.25)(7,5.25)(4,6)(-4,4.5)(-2,-3.75)(1,-1.5);
2;1;;0.9881287;7;(0,2.25)(5,0)(4,3.75)(-4,3)(11,-2.25)(11,-3.75);
2;2;;0.4117508;4;(2,1.5)(3,3.75)(8,4.5)(-5,-2.25)(12,3)(5,-0.75);
2;3;;0.4295368;2;(3,5.25)(3,-2.25)(6,3.75)(9,1.5)(-1,-0.75)(6,-1.5);
2;4;;1.21703;13;(6,0.75)(-3,-4.5)(-7,-0.75)(10,0)(-2,0.75)(-4,-1.5);
2;5;;0.4462967;3;(9,-3)(3,3)(11,5.25)(7,3.75)(6,1.5)(5,-0.75);
2;6;;0.3611622;11;(0,2.25)(-6,-0.75)(-2,4.5)(-6,-1.5)(4,-4.5)(9,-5.25);
2;7;;0.4447975;10;(11,6)(1,6)(-5,2.25)(0,1.5)(-7,-4.5)(-2,1.5);
2;8;;0.4463215;6;(7,-0.75)(-5,1.5)(-3,1.5)(4,4.5)(1,6)(10,-4.5);
1;1;;6.252003;12;(3,-0.75)(-6,0.75)(6,2.25)(2,-5.25)(-1,2.25)(-5,3.75);
1;2;;2.1441;15;(-6,-3.75)(8,2.25)(0,-3)(-7,2.25)(6,0.75)(-3,-2.25);
1;3;;2.358221;9;(12,-0.75)(-4,-4.5)(1,-5.25)(4,-5.25)(0,1.5)(-1,6);
1;4;;0.6865616;8;(10,4.5)(0,-0.75)(0,-1.5)(7,6)(3,6)(-5,-1.5);
1;5;;0.7362766;16;(9,5.25)(-7,-4.5)(2,-5.25)(5,3)(-3,1.5)(2,6);
1;6;;0.632515;14;(5,-4.5)(3,0)(7,3)(-7,-1.5)(0,-3.75)(12,1.5);
1;7;;0.5471172;1;(-3,-2.25)(-7,3.75)(-5,3.75)(4,5.25)(10,3.75)(-1,6);
1;8;;0.5145111;5;(12,2.25)(8,3)(9,6)(3,-1.5)(8,-3.75)(-5,-0.75);
2;1;;0.4129276;7;(-1,2.25)(9,5.25)(9,3.75)(3,-0.75)(3,3.75)(5,-3);
2;2;;0.6686611;4;(2,0.75)(-2,-2.25)(-5,-1.5)(-7,-1.5)(7,1.5)(8,0.75);
2;3;;0.463995;2;(8,3)(6,-2.25)(6,5.25)(3,-1.5)(4,0.75)(1,-2.25);
2;4;;1.02803;13;(10,0.75)(3,3)(-5,4.5)(11,4.5)(-5,-4.5)(-4,0);
2;5;;0.5141983;3;(6,-4.5)(11,-2.25)(7,2.25)(-5,-3.75)(3,-1.5)(8,-5.25);
2;6;;0.3280945;11;(-3,-3.75)(-4,-3.75)(10,2.25)(4,5.25)(-5,-1.5)(1,4.5);
2;7;;0.2761745;10;(4,-3.75)(-6,-3.75)(12,3.75)(9,-3)(10,3.75)(3,-4.5);
1;1;;1.687323;12;(-6,1.5)(0,2.25)(-2,0.75)(10,2.25)(2,-5.25)(10,-5.25);
1;2;;0.5499725;15;(2,3.75)(6,0)(-4,-3)(-1,-3.75)(8,-3)(10,-5.25);
1;3;;2.656807;9;(1,3.75)(-2,4.5)(12,-0.75)(9,-1.5)(1,2.25)(8,0.75);
1;4;;0.869709;8;(-6,2.25)(2,3.75)(0,-5.25)(8,5.25)(6,3.75)(-5,3.75);
1;5;;0.8684788;16;(8,-2.25)(-7,-1.5)(12,1.5)(0,3)(8,2.25)(0,3.75);
1;6;;1.823259;14;(-3,0)(7,0.75)(-4,6)(-2,0)(-4,-4.5)(12,2.25);
1;7;;0.7879162;1;(11,-3)(-6,-5.25)(7,-3.75)(-2,3.75)(8,0.75)(-3,-3.75);
1;8;;0.667141;5;(-5,-0.75)(-1,5.25)(3,1.5)(-7,-3)(3,2.25)(-7,2.25);
2;1;;0.7862587;7;(6,2.25)(-2,3)(-4,0)(-6,2.25)(12,-4.5)(5,-4.5);
2;2;;0.343277;4;(-3,6)(-3,-0.75)(11,0.75)(9,4.5)(3,1.5)(-5,-5.25);
2;3;;0.5835819;2;(7,5.25)(10,0.75)(2,4.5)(-3,-3.75)(4,-0.75)(10,6);
2;4;;0.4298744;13;(10,-0.75)(-2,2.25)(3,-3)(0,-2.25)(12,1.5)(9,5.25);
2;5;;0.5849552;3;(12,6)(-6,4.5)(-5,0)(5,-1.5)(6,-5.25)(2,-5.25);
2;6;;0.5980625;11;(7,3.75)(-4,3.75)(6,4.5)(-7,0.75)(-3,0)(-3,6);
2;7;;0.6169319;10;(2,5.25)(-4,-2.25)(-5,1.5)(-5,-3.75)(6,6)(9,-1.5);
2;8;;0.5805111;6;(0,1.5)(1,-4.5)(0,6)(-4,-3)(1,-1.5)(6,6);
1;1;4;3.830456;12;(12,8.25)(5,6.75)(7,7.5)(10,1.5)(3,3)(2,1.5);
1;2;2,1;5.372995;15;(15,6.75)(2,3.75)(1,0.75)(9,6.75)(14,5.25)(14,0.75);
1;3;;0.5475178;9;(9,8.25)(10,3.75)(5,2.25)(9,4.5)(2,4.5)(2,7.5);
1;4;;0.4784718;8;(2,3.75)(2,6)(9,3)(4,8.25)(6,2.25)(12,6);
1;5;;0.5661945;16;(3,5.25)(4,7.5)(6,0.75)(9,0.75)(10,6.75)(5,2.25);
1;6;;0.5816574;14;(4,5.25)(8,2.25)(8,7.5)(9,2.25)(2,3.75)(8,5.25);
1;7;;0.5499344;1;(10,6)(1,2.25)(13,7.5)(2,7.5)(15,1.5)(13,5.25);
1;8;;0.5657043;5;(11,6)(13,6.75)(13,2.25)(1,3.75)(1,6.75)(4,7.5);
2;1;;0.479351;7;(13,0.75)(9,1.5)(13,6.75)(7,6.75)(5,6)(6,4.5);
2;2;;0.4621849;4;(6,8.25)(13,2.25)(10,2.25)(8,7.5)(7,4.5)(1,3.75);
2;3;;0.4482555;2;(3,3)(11,7.5)(13,5.25)(6,3)(7,7.5)(7,2.25);
2;4;;4.118246;13;(3,3)(7,6)(3,7.5)(3,3.75)(1,4.5)(11,1.5);
2;5;;1.719456;3;(13,5.25)(8,5.25)(5,8.25)(13,8.25)(1,0.75)(12,7.5);
2;6;;1.690271;11;(3,5.25)(1,6.75)(9,0.75)(15,3.75)(11,2.25)(2,6.75);
2;7;;0.8512001;10;(6,3)(15,6.75)(12,0.75)(15,2.25)(15,3)(3,4.5);
2;8;;0.5123882;6;(10,7.5)(5,6)(3,7.5)(12,8.25)(14,6.75)(2,7.5);
1;1;;0.8537922;12;(14,6)(12,1.5)(3,4.5)(6,3.75)(12,7.5)(1,3.75);
1;2;;0.5472603;15;(12,1.5)(1,8.25)(13,6)(12,6.75)(6,6.75)(14,6);
1;3;;0.6009407;9;(14,3)(3,7.5)(15,3.75)(2,4.5)(5,7.5)(11,0.75);
1;4;5,2;4.278418;8;(11,3)(2,4.5)(6,3)(9,7.5)(10,6.75)(6,2.25);
1;1;;5.690025;12;(11,1.5)(5,7.5)(9,8.25)(3,4.5)(10,3)(11,0.75);
1;1;;2.732227;12;(7,5.25)(3,5.25)(14,4.5)(3,6.75)(15,8.25)(5,7.5);
1;2;;1.919622;15;(13,7.5)(10,3.75)(5,2.25)(1,3)(13,6)(3,7.5);
1;3;;0.3960629;9;(5,8.25)(1,2.25)(15,1.5)(8,3.75)(7,1.5)(3,5.25);
1;4;;0.5836029;8;(7,3)(11,3.75)(12,3)(1,2.25)(8,3)(13,8.25);
1;5;;0.3444748;16;(1,1.5)(9,7.5)(2,2.25)(3,2.25)(11,1.5)(9,6);
1;6;0,3;7.456196;14;(6,2.25)(11,6.75)(1,6.75)(4,0.75)(13,3.75)(6,6);
1;1;;1.721533;12;(9,4.5)(3,8.25)(13,4.5)(8,6.75)(11,3)(8,7.5);
1;1;;1.87899;12;(5,7.5)(9,5.25)(9,3)(4,3.75)(6,6.75)(13,0.75);
1;1;1;4.757311;12;(6,4.5)(1,1.5)(7,4.5)(8,6.75)(15,3)(15,0.75);
1;1;;9.395631;12;(15,4.5)(1,4.5)(1,7.5)(5,8.25)(5,0.75)(14,1.5);
1;2;;0.4300728;15;(8,8.25)(4,8.25)(12,2.25)(9,4.5)(1,3)(8,2.25);
1;3;;0.3280048;9;(9,6)(4,3.75)(1,4.5)(8,6.75)(2,2.25)(5,6);
1;4;;0.3104057;8;(6,3)(5,6.75)(4,6)(1,8.25)(7,6)(8,5.25);
1;5;;0.4816017;16;(5,8.25)(6,7.5)(2,3)(9,8.25)(4,6)(4,3.75);
1;6;;0.4458237;14;(6,7.5)(11,0.75)(3,0.75)(8,5.25)(15,6)(4,8.25);
1;7;;0.4958572;1;(9,6.75)(7,0.75)(8,1.5)(12,8.25)(15,7.5)(3,5.25);
1;8;;0.5300503;5;(11,2.25)(12,8.25)(5,3.75)(10,3)(1,2.25)(11,3.75);
2;1;;0.7897968;7;(4,3)(11,3.75)(13,0.75)(5,7.5)(6,6)(11,1.5);
2;2;;0.5303745;4;(12,4.5)(10,6)(14,4.5)(3,2.25)(2,5.25)(7,8.25);
2;3;;0.4448624;2;(15,7.5)(3,4.5)(4,1.5)(6,7.5)(9,0.75)(6,4.5);
2;4;;0.4816284;13;(15,2.25)(5,1.5)(15,6)(4,3.75)(3,0.75)(6,3.75);
2;5;;0.4983845;3;(2,5.25)(6,0.75)(3,2.25)(4,3)(15,8.25)(7,2.25);
2;6;;3.746618;11;(14,1.5)(6,0.75)(11,6.75)(10,3.75)(5,6)(8,4.5);
2;7;;2.597818;10;(5,6)(4,4.5)(1,2.25)(5,0.75)(8,6.75)(9,7.5);
2;8;;3.026711;6;(3,1.5)(4,0.75)(6,1.5)(4,2.25)(1,8.25)(9,4.5);
1;1;2,4;6.535984;12;(4,5.25)(1,2.25)(-2,1.5)(7,7.5)(6,0.75)(8,1.5);
1;2;;0.4457569;15;(-2,5.25)(6,4.5)(-1,5.25)(7,8.25)(-8,7.5)(5,6.75);
1;3;;0.6490498;9;(3,1.5)(-1,6.75)(-5,0.75)(8,8.25)(1,3.75)(2,8.25);
1;4;;0.3776684;8;(3,3.75)(7,7.5)(2,8.25)(8,2.25)(1,8.25)(-4,0.75);
1;5;;0.3615704;16;(3,8.25)(-6,7.5)(7,6.75)(-1,2.25)(5,4.5)(-1,0.75);
1;6;;0.3439426;14;(4,4.5)(3,5.25)(7,6.75)(-6,2.25)(4,7.5)(4,6.75);
1;7;;0.3794384;1;(-8,1.5)(-6,3.75)(-6,0.75)(7,5.25)(-5,3.75)(-4,6);
1;8;;0.4441185;5;(-4,8.25)(-7,6.75)(3,0.75)(-1,6.75)(-3,5.25)(-6,5.25);
1;1;;3.437847;12;(2,-2.25)(-7,-3)(-3,3)(7,3)(-5,-2.25)(-5,0);
1;2;;2.390182;15;(4,3.75)(-2,0)(4,-1.5)(5,3)(-8,-0.75)(6,3.75);
1;3;4,2;8.677689;9;(-6,-0.75)(4,-2.25)(-2,1.5)(-2,-0.75)(5,3)(0,3.75);
1;4;4,1,0;5.813452;8;(6,-3)(6,3)(-8,3.75)(-5,2.25)(7,3)(2,-3);
1;1;;2.24964;12;(-5,-0.75)(-4,0.75)(-5,0.75)(0,3.75)(0,2.25)(-6,-2.25);
1;2;;2.908123;15;(5,0)(-7,-1.5)(-1,-2.25)(-3,0.75)(3,-1.5)(-8,-3);
1;3;;1.126173;9;(4,3.75)(-7,-1.5)(-1,-1.5)(6,-0.75)(5,0.75)(-7,2.25);
1;4;;0.3427963;8;(3,-0.75)(-7,-1.5)(-1,0.75)(0,-3)(2,-1.5)(-5,0);
1;5;;0.3090992;16;(1,-3)(-1,3)(-5,1.5)(3,3.75)(7,1.5)(5,2.25);
1;6;;0.8567009;14;(3,0.75)(0,1.5)(-2,-1.5)(-8,3.75)(2,2.25)(-6,0.75);
1;7;;0.8867149;1;(-3,-2.25)(-1,-1.5)(-6,-1.5)(0,4.5)(-4,3)(-3,1.5);
1;8;;1.674372;5;(-3,-1.5)(5,4.5)(0,2.25)(1,4.5)(-6,0)(7,-0.75);
2;1;;1.297894;7;(-3,4.5)(7,3.75)(-1,-0.75)(-6,-3)(-1,4.5)(1,3.75);
2;2;;2.064957;4;(-2,-3)(-1,4.5)(-7,3)(-7,-3)(5,-1.5)(-8,1.5);
2;3;;0.7343502;2;(7,3.75)(4,0.75)(4,0)(5,3)(-6,0.75)(4,-3);
2;4;;0.6003685;13;(-1,-0.75)(0,4.5)(7,-2.25)(5,-2.25)(-8,0.75)(6,4.5);
2;5;;0.4621086;3;(-1,1.5)(6,3.75)(5,-0.75)(-8,-0.75)(-1,-2.25)(2,-0.75);
2;6;;0.68367;11;(-4,3)(-6,1.5)(-1,-2.25)(5,-3)(3,-2.25)(5,4.5);
2;7;;0.5147324;10;(4,0)(-2,1.5)(7,1.5)(3,3.75)(7,0.75)(-1,1.5);
2;8;;0.8397465;6;(7,0)(-7,0)(-3,0.75)(-8,-0.75)(-6,0)(7,3.75);
1;1;;25;12;(5,-3)(-1,-2.25)(3,-3)(-4,-3)(4,2.25)(-8,-1.5);
1;2;;25;15;(-3,3.75)(-5,-1.5)(1,4.5)(1,-2.25)(-4,-3)(4,-3);
1;1;;1.416862;12;(-8,3)(-7,4.5)(-4,4.5)(-7,0.75)(-2,0)(-4,-3);
1;2;;0.5487804;15;(0,3)(5,4.5)(-1,-2.25)(-6,-2.25)(-5,0.75)(-7,3.75);
1;1;;1.278318;12;(-1,1.5)(1,3.75)(-1,3)(1,-2.25)(7,-0.75)(7,0);
1;2;;2.291782;15;(-8,3)(4,1.5)(1,4.5)(-8,-3)(4,3)(-8,-1.5);
1;3;;0.6510658;9;(4,3)(-3,-0.75)(7,2.25)(-6,-0.75)(-7,-3)(6,-1.5);
1;4;;1.128031;8;(-1,0.75)(3,-0.75)(-1,4.5)(-7,3.75)(1,0)(-6,0.75);
1;5;;0.6834126;16;(1,1.5)(-7,1.5)(6,-2.25)(3,0.75)(5,0)(5,4.5);
1;6;;0.7216816;14;(-7,-3)(4,-1.5)(-4,-1.5)(-5,1.5)(6,4.5)(2,3.75);
1;7;;1.056799;1;(-7,-3)(2,3)(-3,4.5)(4,3.75)(-2,3.75)(5,2.25);
1;8;;0.6322117;5;(-8,0)(2,4.5)(2,-2.25)(5,-1.5)(-2,0)(-5,2.25);
1;1;;13.21793;12;(-8,2.25)(4,0.75)(-2,4.5)(-5,-1.5)(-3,-1.5)(1,3);
1;1;0,5,4;25;12;(2,-2.25)(-8,3)(-5,-3)(7,3.75)(7,-3)(4,-0.75);
1;1;;25;12;(7,2.25)(0,3)(-3,3)(-3,0)(3,-0.75)(-3,4.5);
1;2;;21.60751;15;(-3,-0.75)(0,-1.5)(-6,-1.5)(-3,0)(7,4.5)(1,-1.5);
1;1;;25;12;(4,1.5)(-2,2.25)(-5,-3)(-8,-1.5)(2,-3)(3,3);
1;2;;25;15;(1,4.5)(-2,0)(-4,-3)(2,2.25)(-6,3.75)(6,0);
1;3;;25;9;(6,0.75)(-1,0.75)(-8,-2.25)(-7,0)(6,-3)(1,-0.75);
1;1;;25;12;(200,150)(-500,-150)(500,225)(500,0)(500,450)(700,-225);
1;2;;25;15;(-200,-225)(300,-300)(700,-225)(100,-150)(-300,-75)(-700,0);
1;1;;25;12;(-200,375)(-600,0)(-100,300)(500,375)(400,300)(600,375);
1;1;3,0;7.628815;12;(-200,375)(-700,450)(-100,300)(200,0)(-200,-75)(-800,-300);
1;2;;0.4279861;15;(500,0)(300,-225)(-400,-225)(-200,450)(500,-300)(-400,450);
1;3;;0.6353378;9;(400,0)(-600,0)(-700,225)(-400,300)(100,375)(200,450);
1;4;;0.3954449;8;(-300,0)(-200,150)(-200,300)(-500,300)(-500,-225)(400,-75);
1;5;;0.3103447;16;(-500,225)(-400,-225)(-700,225)(-500,375)(-600,-300)(-300,75);
1;6;;0.3934746;14;(0,75)(-600,-150)(0,150)(700,450)(-600,-300)(0,-150);
1;7;;0.8047218;1;(-300,375)(300,375)(0,-225)(-700,-150)(300,-300)(200,-150);
1;8;;0.5671234;5;(200,-150)(100,225)(300,75)(-700,-150)(700,450)(-500,75);
2;1;;1.708012;7;(-800,225)(300,-75)(-300,-300)(-200,150)(-500,300)(100,300);
2;2;;0.9064255;4;(500,450)(200,225)(600,-225)(-700,0)(-700,-300)(-300,-75);
2;3;;0.9042416;2;(400,-300)(400,-75)(-800,75)(-400,-150)(-400,225)(100,300);
2;4;;0.6334953;13;(-200,300)(200,-150)(100,-225)(-600,-300)(-700,-75)(0,-225);
2;5;;2.374901;3;(-800,150)(700,450)(-200,-300)(600,-150)(-400,-150)(0,75);
2;6;;0.9421349;11;(400,-225)(600,-75)(-800,150)(-100,375)(700,-150)(-800,375);
1;1;;1.129587;12;(600,-225)(300,-300)(-200,450)(600,300)(100,375)(500,75);
1;2;;0.6322479;15;(500,450)(0,375)(-700,450)(400,75)(-400,375)(200,225);
1;3;;0.7663364;9;(-600,150)(-500,0)(300,-300)(500,-75)(-100,-75)(600,150);
1;4;;3.16197;8;(-600,450)(-200,0)(400,-225)(-400,225)(400,375)(-700,450);
1;5;;1.485088;16;(-800,0)(-400,300)(-200,-225)(700,0)(-500,225)(-200,-75);
1;6;;3.005348;14;(400,-300)(0,150)(-500,0)(-600,0)(0,450)(-400,0);
1;7;;1.554512;1;(400,450)(700,150)(-300,300)(-700,375)(-500,300)(400,375);
1;8;;4.239119;5;(500,150)(-500,300)(300,75)(-200,150)(600,150)(700,450);
2;1;;4.070574;7;(-300,75)(700,225)(-800,0)(-800,-75)(300,-225)(700,-300);
2;2;;0.8873272;4;(300,450)(-400,150)(700,-300)(-500,0)(-200,-225)(600,75);
2;3;;2.18576;2;(600,-150)(-600,-300)(-400,0)(-500,-300)(0,75)(-600,-75);
1;1;3;10.0732;12;(-600,75)(700,75)(100,450)(500,-75)(300,300)(-700,-75);
1;2;5,3,0;10.29335;15;(-400,450)(-200,-150)(-100,-300)(400,375)(-600,-150)(200,225);
1;3;;1.110176;9;(0,450)(-600,375)(400,75)(700,225)(300,450)(-300,450);
1;4;;0.5812244;8;(200,300)(-800,75)(300,150)(-100,300)(200,0)(100,-75);
1;5;;0.6505871;16;(-400,0)(500,0)(0,375)(-200,300)(-700,150)(-300,-75);
1;6;;0.6143703;14;(-800,150)(100,-225)(-200,-300)(-200,0)(-200,75)(-400,-75);
1;7;;0.6354027;1;(400,450)(-200,150)(-600,225)(-200,0)(700,75)(500,150);
1;8;;0.6023102;5;(-700,-150)(400,150)(-100,-150)(400,-300)(500,150)(-400,450);
2;1;;1.523865;7;(500,150)(-800,0)(-700,-150)(0,-75)(-100,450)(-500,375);
2;2;;1.365839;4;(400,300)(100,0)(-300,450)(100,225)(0,-150)(700,225);
2;3;;4.268431;2;(-800,300)(400,150)(-800,-300)(-100,0)(-300,-225)(-600,75);
2;4;;2.71657;13;(100,450)(600,-75)(100,-75)(-100,-300)(200,375)(-200,-300);
1;1;;25;12;(300,-225)(400,0)(-300,-150)(0,450)(400,-75)(700,-300);
1;1;;2.196859;12;(200,450)(0,450)(400,0)(700,-225)(-500,75)(-500,300);
1;1;;2.720488;12;(100,-225)(-100,0)(-200,-75)(200,450)(-300,-300)(500,300);
1;2;;1.080667;15;(300,225)(500,450)(-600,0)(-300,450)(200,225)(-300,-300);
1;3;;0.9728241;9;(300,-225)(-300,-300)(-800,0)(100,0)(0,-300)(700,0);
1;1;;25;12;(-400,225)(300,-150)(300,150)(-400,375)(-500,-150)(300,300);
1;1;;7.63888;12;(-600,-300)(-800,-225)(-500,450)(400,-300)(-400,75)(-100,150);
1;2;;0.9427052;15;(500,-300)(-600,450)(700,-75)(300,150)(-200,450)(700,225);
1;3;;0.666544;9;(-300,375)(-500,450)(-200,-150)(-800,-150)(-600,75)(400,-150);
1;4;;0.5745811;8;(-200,75)(-400,450)(0,450)(-300,0)(600,150)(-400,-150);
1;5;;3.362001;16;(200,75)(-800,-300)(-800,225)(-400,225)(-700,300)(700,-225);
1;6;;0.8965702;14;(-800,-150)(-500,150)(-700,150)(-300,300)(-800,300)(-400,300);
1;7;;0.7079601;1;(700,75)(400,-75)(-800,0)(-100,150)(-700,450)(500,225);
1;8;;0.6999474;5;(500,375)(-100,150)(100,300)(400,225)(-300,225)(-400,300);
1;1;;25;12;(-700,-150)(200,75)(500,0)(700,225)(-600,-150)(-400,375);
1;1;;8.513212;12;(-500,-75)(600,300)(500,-75)(100,-300)(-300,225)(-700,-225);
1;1;;25;12;(-700,150)(300,-150)(-200,375)(-700,75)(300,0)(-500,375);
1;2;;25;15;(300,0)(300,75)(700,225)(600,225)(-500,75)(-200,75);
1;1;;8.326262;12;(-500,-75)(-500,-225)(-600,150)(-600,-225)(-100,0)(-600,375);
1;2;;0.6694183;15;(-400,-75)(-700,450)(400,-300)(0,-225)(-400,75)(-300,-225);
1;3;;1.010618;9;(100,75)(100,-225)(-500,0)(-200,0)(-500,-150)(-700,0);
1;4;;1.377739;8;(-400,0)(500,225)(-200,75)(600,225)(100,-150)(-200,-75);
1;5;;3.036343;16;(200,150)(600,150)(-200,375)(300,150)(100,225)(-400,225);
1;6;;0.7567654;14;(-300,-150)(-600,75)(-200,225)(-800,150)(-800,375)(0,300);
1;1;;17.85547;12;(-800,150)(-800,-150)(-300,450)(-800,0)(100,450)(0,225);
1;2;;1.082613;15;(600,225)(300,0)(-100,0)(100,-150)(-800,300)(-800,-300);
1;3;;5.529406;9;(100,375)(500,-225)(-100,-225)(0,300)(300,225)(-200,450);
1;4;;3.096327;8;(-600,75)(600,225)(-800,150)(400,0)(400,150)(-800,225);
1;5;;25;16;(-400,75)(-300,-300)(-300,75)(-300,300)(700,150)(-200,0);
1;6;;25;14;(100,0)(-100,-150)(600,-150)(-500,225)(300,225)(600,0);
1;7;;25;1;(700,150)(500,225)(300,150)(-300,0)(300,0)(600,225);
1;8;;25;5;(-200,-75)(-600,-75)(400,-150)(600,225)(400,0)(-400,150);
2;1;;25;7;(-400,225)(500,-300)(300,225)(300,-75)(600,375)(100,300);
1;1;;2.974195;12;(-100,0)(300,225)(500,150)(-300,-300)(100,300)(-200,0);
1;2;;1.741503;15;(700,150)(-700,300)(500,-75)(100,450)(700,375)(500,-150);
1;3;;0.9720325;9;(200,-75)(400,-300)(-800,-300)(0,450)(700,-300)(-500,375);
1;4;;1.28191;8;(-500,-150)(-100,75)(-700,75)(-400,-75)(300,-300)(100,300);
1;5;;0.7679501;16;(300,300)(-800,75)(-700,225)(100,-225)(-200,300)(0,-300);
1;6;;0.8518276;14;(-100,150)(200,225)(600,-300)(-700,450)(-200,75)(-700,150);
1;7;;0.9905281;1;(-200,-75)(500,150)(-500,300)(-100,75)(500,300)(-500,-225);
1;8;;0.5841103;5;(-500,-150)(-700,-225)(-300,450)(-600,-75)(-700,300)(-500,0);
2;1;;0.3095951;7;(-800,-225)(700,375)(600,300)(700,225)(-400,0)(600,-150);
2;2;;0.6343403;4;(400,-75)(300,-225)(-700,150)(300,75)(-200,150)(-200,-225);
2;3;;0.3095531;2;(600,450)(700,-300)(-500,225)(200,450)(600,0)(200,375);
2;4;;0.2583046;13;(-700,300)(200,300)(-800,375)(600,0)(-300,450)(-500,-225);
2;5;;0.3797626;3;(-300,-150)(-200,75)(-300,300)(0,-225)(-400,150)(100,450);
2;6;;0.2248211;11;(-400,-150)(600,150)(-200,375)(-300,300)(300,-150)(-400,300);
2;7;;0.18964;10;(600,375)(500,75)(700,-150)(300,75)(-200,450)(600,-300);
2;8;;0.03461075;6;(-200,-300)(500,75)(200,-225)(-500,375)(-500,150)(-100,75);
1;1;;9.201926;12;(-100,450)(700,-75)(400,0)(-400,150)(300,-225)(-500,-75);
1;2;;0.497591;15;(-600,-75)(-500,0)(300,-75)(-100,300)(300,225)(-500,225);
1;3;;1.214521;9;(-800,450)(400,-300)(-100,0)(0,375)(-600,450)(-800,0);
