1;1;29;1;1.79435
1;1;23;1;2.253109
1;1;22;2;3.322746
1;1;11;1;4.189121
1;1;0;1;1.124908
1;1;20;1;2.142864
1;1;17;1;1.795673
1;1;5;1;2.355232
1;2;4;1;1.301529
1;3;3;1;1.07943
1;4;3;1;0.4962006
1;5;0;1;0.4294472
1;6;3;1;0.909584
1;7;3;1;0.6510239
1;8;4;1;0.6177902
2;1;3;1;0.6697807
2;2;4;1;1.642437
2;3;25;1;0.4321442
2;4;4;1;0.6346512
2;5;0;1;0.5641556
2;6;1;1;0.5645561
2;7;5;1;0.4445152
2;8;1;1;1.055714
1;2;3;1;2.245758
1;3;3;1;3.479202
1;1;0;1;1.607643
1;1;9;1;2.433247
1;1;28;1;3.46072
1;1;12;1;3.963058
1;1;1;1;4.954693
1;1;10;1;6.453053
1;1;10;2;7.275997
1;1;1;2;7.94899
1;1;12;2;9.079071
1;1;28;2;9.61779
1;1;9;2;10.566
1;1;0;2;11.1877
1;1;22;1;0.9739418
1;1;1;1;1.579002
1;1;4;1;2.036564
1;1;4;2;2.412334
1;1;4;1;2.748764
1;1;24;1;3.293961
1;1;24;2;3.632118
1;1;4;2;4.123344
1;1;1;2;4.858913
1;1;22;2;5.440857
1;2;3;1;2.238449
1;2;4;1;2.796196
1;2;2;1;3.694145
1;1;9;1;1.116665
1;1;28;1;1.754498
1;1;1;1;2.547256
1;1;1;2;3.35638
1;1;1;1;4.072849
1;1;1;2;4.457848
1;1;1;1;4.932091
1;1;1;2;7.315491
1;1;13;1;58.49377
1;1;13;2;59.38588
1;1;13;1;59.99406
1;1;2;1;23.1514
1;1;16;1;24.66237
1;1;19;1;26.31546
1;1;21;1;27.42096
1;1;21;0;31.23534
1;1;21;1;32.22266
1;1;21;0;33.18555
1;1;3;1;10.8113
1;1;27;1;11.32975
1;1;2;1;12.07195
1;1;2;0;18.62333
1;1;27;0;19.12435
1;1;3;0;19.72153
1;1;9;1;28.51245
1;1;25;1;29.19238
1;1;16;1;30.0139
1;1;1;1;31.17794
1;1;1;0;33.44256
1;1;16;0;34.15245
1;2;4;1;6.862896
1;2;5;1;7.453297
1;2;4;0;11.00301
1;2;5;0;11.61804
1;2;1;1;14.57425
1;2;0;1;15.48576
1;2;3;1;16.28567
1;1;24;1;13.78582
1;1;9;1;14.3904
1;1;29;1;15.06388
1;1;29;0;18.74923
1;1;9;0;19.33795
1;1;24;0;19.92615
1;5;1;1;3.129356
1;5;1;0;3.820858
1;5;1;1;4.176411
1;5;1;0;4.404007
1;5;1;1;4.585728
1;5;1;0;4.771534
1;5;1;1;4.959385
1;5;1;0;5.504169
1;5;5;1;46.65734
1;6;1;1;47.99888
1;6;3;1;50.79338
1;6;3;0;51.48579
1;6;3;1;52.05354
